438902.88787606294  628630.3412126492  0.06739511910788497 | 1.4709999933963222E14  1.4044887548223717E10  9.999999955107467E12 | -1.452562867124353E11  2.5402324384877785E10  0.06740671393563456 | 1.04544E7
439715.84864136745  639579.0094230848  0.06851837109478046 | 1.470999993286261E14  1.416096099868086E10  9.999999954359258E12 | -1.4579779578739224E11  2.177988816703475E10  0.06852839682074754 | 1.05408E7
440393.3990366415  650547.9051697184  0.06965090615594978 | 1.47099999317529E14  1.427703444912925E10  9.999999953604865E12 | -1.4624910677206226E11  1.8143978215276207E10  0.06965932915606957 | 1.06272E7
440934.99463798676  661533.6671214206  0.0707927242913909 | 1.4709999930634094E14  1.4393107899568811E10  9.99999995284429E12 | -1.4660985702105545E11  1.4496833540860228E10  0.07079951184363532 | 1.07136E7
441340.1739310386  672532.9173224386  0.07194382550110166 | 1.470999992950619E14  1.4509181349999474E10  9.99999995207753E12 | -1.4687973911572784E11  1.084070422884803E10  0.0719489458245531 | 1.08E7
441608.55890305515  683542.2632099778  0.0731042097850799 | 1.4709999928369194E14  1.4625254800421164E10  9.999999951304586E12 | -1.4705850125857657E11  7.177850094175398E9  0.07310763207854899 | 1.08864E7
441739.85558748915  694558.2996559773  0.07427387714332331 | 1.47099999272231E14  1.474132825083381E10  9.999999950525459E12 | -1.4714594763598386E11  3.5105393216090755E9  0.07427557162347284 | 1.09728E7
441733.85455995984  705577.6110320563  0.0754528275758296 | 1.470999992606791E14  1.4857401701237343E10  9.999999949740148E12 | -1.471419387485883E11  -1.5895290973178008E8  0.07545276551476593 | 1.10592E7
441590.4313845595  716596.7732965607  0.0766410610825964 | 1.4709999924903622E14  1.497347515163169E10  9.999999948948654E12 | -1.4704639170857318E11  -3.8283458165752783E9  0.0766392148448904 | 1.11456E7
441309.5470094431  727612.3561025882  0.07783857766362123 | 1.470999992373024E14  1.5089548602016775E10  9.999999948150977E12 | -1.4685928050317242E11  -7.495354415669868E9  0.07783492074272046 | 1.1232E7
440891.24811067374  738620.9249258164  0.07904537731890161 | 1.4709999922547762E14  1.5205622052392532E10  9.999999947347115E12 | -1.4658063622370868E11  -1.1157690941149015E10  0.07903988437289537 | 1.13184E7
440335.6673833154  749619.0432109105  0.08026146004843498 | 1.4709999921356188E14  1.5321695502758886E10  9.99999994653707E12 | -1.462105472594928E11  -1.4813066274271587E10  0.08025410693513456 | 1.14048E7
439643.02377879235  760603.2745352342  0.08148682585221872 | 1.470999992015552E14  1.5437768953115768E10  9.999999945720842E12 | -1.45749159455931E11  -1.8459191384688007E10  0.0814775896635148 | 1.14912E7
438813.6226875606  771570.1847885366  0.08272147473025016 | 1.4709999918945753E14  1.5553842403463104E10  9.99999994489843E12 | -1.4519667623620383E11  -2.2093778782348232E10  0.08271033382570979 | 1.15776E7
437847.85606616817  782516.3443672374  0.08396540668252656 | 1.470999991772689E14  1.5669915853800823E10  9.999999944069834E12 | -1.4455335868590195E11  -2.571454397913394E10  0.08395234072219232 | 1.1664E7
436746.2025078124  793438.3303818832  0.08521862170904512 | 1.470999991649893E14  1.5785989304128853E10  9.999999943235055E12 | -1.4381952560002524E11  -2.9319206959263775E10  0.08520361168539946 | 1.17504E7
435509.22725554067  804332.7288762963  0.08648111980980303 | 1.4709999915261878E14  1.590206275444712E10  9.999999942394092E12 | -1.4299555349177573E11  -3.290549365748747E10  0.08646414807886094 | 1.18368E7
434137.58215727616  815196.137056891  0.08775290098479739 | 1.4709999914015728E14  1.6018136204755556E10  9.999999941546945E12 | -1.4208187656259988E11  -3.647113744405204E10  0.08773395129629116 | 1.19232E7
432632.00556189334  826025.165530581  0.08903396523402526 | 1.470999991276048E14  1.6134209655054089E10  9.999999940693617E12 | -1.4107898663296368E11  -4.001388061539125E10  0.08901302276064545 | 1.20096E7
430993.322155611  836816.440549658  0.09032431255748367 | 1.470999991149614E14  1.6250283105342644E10  9.999999939834105E12 | -1.3998743303337253E11  -4.3531475889458115E10  0.09030136392314067 | 1.2096E7
429222.44273801637  847566.6062619723  0.09162394295516957 | 1.4709999910222703E14  1.6366356555621151E10  9.99999993896841E12 | -1.3880782245517902E11  -4.7021687904589645E10  0.09159897626224117 | 1.21824E7
